"","condition","age","gender","ethnicity","education","religionChild","religionNow","job","maritalStatus","children","country","englishNative","politicalIdeology","studyMoralPhil","vegetarian","beliefGod","beliefAfterlife","beliefTradition","beliefRules","beliefLeader","comments","trialNum","leftCharacter","rightCharacter","response","rt","responseNum"
"210","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",54,"green_frog","you","both equally",1647,0
"211","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",55,"kismet_robot","charlie_dog","much more right",1364,2
"212","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",56,"god","green_frog","much more right",1372,2
"213","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",57,"toby_chimp","samantha_hill_girl","both equally",1818,0
"214","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",58,"god","delores_gleitman_deceased","both equally",2010,0
"215","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",59,"sharon_harvey_woman","green_frog","both equally",2022,0
"216","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",60,"toby_chimp","nicholas_gannon_baby","slightly more left",1386,-1
"217","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",61,"kismet_robot","god","both equally",2198,0
"218","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",62,"green_frog","charlie_dog","both equally",862,0
"219","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",63,"gerald_schiff_pvs","charlie_dog","much more right",1005,2
"220","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",64,"you","toby_chimp","both equally",1653,0
"221","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",65,"god","todd_billingsley_man","much more right",1025,2
"222","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",66,"delores_gleitman_deceased","toby_chimp","much more right",1020,2
"223","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",67,"charlie_dog","god","much more left",1151,-2
"224","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",68,"samantha_hill_girl","god","much more left",1026,-2
"225","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",69,"fetus","green_frog","much more right",1693,2
"226","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",70,"charlie_dog","you","both equally",1287,0
"227","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",71,"toby_chimp","fetus","much more left",1064,-2
"228","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",72,"delores_gleitman_deceased","kismet_robot","both equally",1774,0
"229","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",73,"delores_gleitman_deceased","green_frog","much more right",1295,2
"230","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",74,"nicholas_gannon_baby","samantha_hill_girl","both equally",952,0
"231","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",75,"you","samantha_hill_girl","both equally",1384,0
"232","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",76,"green_frog","gerald_schiff_pvs","much more left",1571,-2
"233","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",77,"sharon_harvey_woman","toby_chimp","both equally",1140,0
"234","Hunger",27,"female","white","college_bachDegree","none","none","CNA","no","0","USA","yes_only","democrat","yes","no","disagree_strong","disagree_strong","neither","disagree_strong","agree_moderate","",78,"god","you","much more right",909,2
"235","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",1,"delores_gleitman_deceased","todd_billingsley_man","much more right",5549,2
"236","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",2,"kismet_robot","charlie_dog","slightly more right",2941,1
"237","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",3,"fetus","todd_billingsley_man","much more right",1668,2
"238","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",4,"samantha_hill_girl","nicholas_gannon_baby","much more left",1362,-2
"239","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",5,"god","green_frog","slightly more right",4101,1
"240","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",6,"kismet_robot","delores_gleitman_deceased","slightly more left",1912,-1
"241","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",7,"kismet_robot","gerald_schiff_pvs","slightly more right",2545,1
"242","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",8,"fetus","toby_chimp","much more right",1396,2
"243","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",9,"kismet_robot","todd_billingsley_man","much more right",1097,2
"244","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",10,"toby_chimp","charlie_dog","slightly more left",1898,-1
"245","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",11,"samantha_hill_girl","delores_gleitman_deceased","much more left",2047,-2
"246","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",12,"delores_gleitman_deceased","gerald_schiff_pvs","slightly more right",1377,1
"247","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",13,"you","todd_billingsley_man","much more right",1245,2
"248","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",14,"you","sharon_harvey_woman","much more right",978,2
"249","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",15,"fetus","you","both equally",1774,0
"250","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",16,"toby_chimp","you","much more left",1711,-2
"251","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",17,"delores_gleitman_deceased","nicholas_gannon_baby","slightly more right",1642,1
"252","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",18,"kismet_robot","samantha_hill_girl","much more right",1616,2
"253","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",19,"samantha_hill_girl","fetus","much more left",1300,-2
"254","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",20,"god","nicholas_gannon_baby","much more right",1018,2
"255","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",21,"samantha_hill_girl","you","much more left",1219,-2
"256","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",22,"kismet_robot","green_frog","slightly more right",1427,1
"257","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",23,"fetus","kismet_robot","much more left",2337,-2
"258","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",24,"delores_gleitman_deceased","fetus","much more right",1347,2
"259","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",25,"sharon_harvey_woman","toby_chimp","much more left",1893,-2
"260","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",26,"gerald_schiff_pvs","green_frog","slightly more left",2422,-1
"261","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",27,"sharon_harvey_woman","kismet_robot","much more left",1440,-2
"262","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",28,"samantha_hill_girl","toby_chimp","much more right",1549,2
"263","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",29,"nicholas_gannon_baby","green_frog","much more left",4862,-2
"264","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",30,"todd_billingsley_man","gerald_schiff_pvs","much more left",1070,-2
"265","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",31,"samantha_hill_girl","gerald_schiff_pvs","much more left",752,-2
"266","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",32,"gerald_schiff_pvs","nicholas_gannon_baby","much more right",1257,2
"267","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",33,"charlie_dog","sharon_harvey_woman","much more right",1861,2
"268","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",34,"green_frog","delores_gleitman_deceased","slightly more left",1646,-1
"269","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",35,"you","gerald_schiff_pvs","slightly more right",3607,1
"270","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",36,"toby_chimp","kismet_robot","much more left",2007,-2
"271","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",37,"green_frog","charlie_dog","much more right",1434,2
"272","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",38,"green_frog","todd_billingsley_man","much more right",972,2
"273","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",39,"delores_gleitman_deceased","you","both equally",2012,0
"274","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",40,"todd_billingsley_man","nicholas_gannon_baby","much more left",1805,-2
"275","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",41,"delores_gleitman_deceased","god","both equally",1293,0
"276","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",42,"green_frog","sharon_harvey_woman","much more right",2886,2
"277","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",43,"green_frog","samantha_hill_girl","much more right",1162,2
"278","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",44,"god","fetus","slightly more right",1430,1
"279","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",45,"sharon_harvey_woman","delores_gleitman_deceased","much more left",2742,-2
"280","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",46,"samantha_hill_girl","sharon_harvey_woman","much more right",2014,2
"281","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",47,"sharon_harvey_woman","fetus","much more left",2554,-2
"282","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",48,"gerald_schiff_pvs","fetus","both equally",3705,0
"283","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",49,"sharon_harvey_woman","nicholas_gannon_baby","much more left",1597,-2
"284","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",50,"charlie_dog","fetus","much more left",2582,-2
"285","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",51,"gerald_schiff_pvs","god","slightly more right",3870,1
"286","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",52,"kismet_robot","god","much more right",1292,2
"287","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",53,"you","god","much more right",1328,2
"288","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",54,"fetus","green_frog","slightly more left",4416,-1
"289","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",55,"kismet_robot","nicholas_gannon_baby","much more right",1529,2
"290","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",56,"fetus","nicholas_gannon_baby","much more right",1291,2
"291","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",57,"nicholas_gannon_baby","charlie_dog","slightly more right",2008,1
"292","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",58,"charlie_dog","delores_gleitman_deceased","slightly more left",3512,-1
"293","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",59,"delores_gleitman_deceased","toby_chimp","much more right",1978,2
"294","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",60,"you","nicholas_gannon_baby","much more right",1653,2
"295","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",61,"gerald_schiff_pvs","sharon_harvey_woman","much more right",1309,2
"296","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",62,"charlie_dog","you","slightly more left",1533,-1
"297","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",63,"you","kismet_robot","slightly more left",1237,-1
"298","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",64,"god","samantha_hill_girl","both equally",4165,0
"299","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",65,"gerald_schiff_pvs","toby_chimp","much more right",1854,2
"300","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",66,"you","green_frog","slightly more right",2687,1
"301","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",67,"todd_billingsley_man","sharon_harvey_woman","both equally",1894,0
"302","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",68,"todd_billingsley_man","charlie_dog","much more left",3057,-2
"303","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",69,"todd_billingsley_man","god","slightly more right",2245,1
"304","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",70,"samantha_hill_girl","todd_billingsley_man","much more right",1237,2
"305","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",71,"gerald_schiff_pvs","charlie_dog","slightly more right",2077,1
"306","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",72,"nicholas_gannon_baby","toby_chimp","both equally",2061,0
"307","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",73,"god","toby_chimp","much more left",1593,-2
"308","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",74,"god","sharon_harvey_woman","slightly more left",2674,-1
"309","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",75,"toby_chimp","green_frog","much more left",2133,-2
"310","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",76,"charlie_dog","god","slightly more right",2063,1
"311","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",77,"charlie_dog","samantha_hill_girl","much more right",1265,2
"312","Emotion Recognition",25,"male","hispanicLatino","hs_diploma","christianity_catholic","christianity_catholic","delivery man","no","0","USA","yes_only","democrat","no","no","agree_little","agree_little","neither","agree_moderate","agree_moderate","Thank you",78,"todd_billingsley_man","toby_chimp","much more left",1548,-2
"313","Pain",26,"male","white","college_bachDegree","christianity_protestant","christianity_protestant","Math Teacher","yes","0","United States","yes_only","independent","no","no","agree_strong","agree_strong","neither","disagree_moderate","agree_little","None, thank you!",1,"sharon_harvey_woman","delores_gleitman_deceased","much more left",3129,-2
"314","Pain",26,"male","white","college_bachDegree","christianity_protestant","christianity_protestant","Math Teacher","yes","0","United States","yes_only","independent","no","no","agree_strong","agree_strong","neither","disagree_moderate","agree_little","None, thank you!",2,"sharon_harvey_woman","toby_chimp","much more left",2463,-2
"315","Pain",26,"male","white","college_bachDegree","christianity_protestant","christianity_protestant","Math Teacher","yes","0","United States","yes_only","independent","no","no","agree_strong","agree_strong","neither","disagree_moderate","agree_little","None, thank you!",3,"charlie_dog","delores_gleitman_deceased","slightly more left",3156,-1
"316","Pain",26,"male","white","college_bachDegree","christianity_protestant","christianity_protestant","Math Teacher","yes","0","United States","yes_only","independent","no","no","agree_strong","agree_strong","neither","disagree_moderate","agree_little","None, thank you!",4,"you","gerald_schiff_pvs","slightly more left",2343,-1
"317","Pain",26,"male","white","college_bachDegree","christianity_protestant","christianity_protestant","Math Teacher","yes","0","United States","yes_only","independent","no","no","agree_strong","agree_strong","neither","disagree_moderate","agree_little","None, thank you!",5,"god","gerald_schiff_pvs","both equally",2028,0
